sim_time,nodes,services,generated_traffic_B,average_traffic_Bps
8900,11,382,6930,42.492134831460675
9000,11,388,5940,42.68
9100,11,394,5940,42.863736263736264
9200,11,400,5940,43.04347826086956
9300,11,406,5940,43.21935483870968
9400,11,412,5940,43.39148936170213
9500,11,418,5940,43.56
9600,12,425,6930,43.828125
9700,12,432,6930,44.090721649484536
9800,12,438,5940,44.2469387755102
9900,12,444,5940,44.4
10000,12,450,5940,44.55
10100,12,456,5940,44.6970297029703
10200,12,462,5940,44.84117647058824
10300,12,468,5940,44.98252427184466
10400,13,475,6930,45.21634615384615
10500,13,482,6930,45.44571428571429
10600,13,488,5940,45.577358490566034
10700,13,494,5940,45.70654205607477
10800,13,500,5940,45.833333333333336
10900,13,506,5940,45.95779816513762
11000,13,512,5940,46.08
11100,13,518,5940,46.2
11200,14,525,6930,46.40625
11300,14,532,6930,46.60884955752213
11400,14,538,5940,46.72105263157895
11500,14,544,5940,46.831304347826084
11600,14,550,5940,46.939655172413794
11700,14,556,5940,47.04615384615385
11800,14,562,5940,47.150847457627115
11900,14,568,5940,47.253781512605045
12000,15,575,6930,47.4375
12100,15,582,6930,47.61818181818182
12200,15,588,5940,47.71475409836066
12300,15,594,5940,47.80975609756098
12400,15,600,5940,47.903225806451616
12500,15,606,5940,47.9952
12600,15,612,5940,48.08571428571429
12700,15,618,5940,48.1748031496063
12800,16,625,6930,48.33984375
12900,16,632,6930,48.50232558139535
13000,16,638,5940,48.58615384615385
13100,16,644,5940,48.66870229007633
13200,16,650,5940,48.75
13300,16,656,5940,48.830075187969925
13400,16,662,5940,48.9089552238806
13500,16,668,5940,48.986666666666665
13600,17,675,6930,49.1360294117647
13700,17,682,6930,49.28321167883212
13800,17,688,5940,49.356521739130436
13900,17,694,5940,49.42877697841727
14000,17,700,5940,49.5
14100,17,706,5940,49.57021276595745
14200,17,712,5940,49.63943661971831
14300,17,718,5940,49.707692307692305
14400,18,725,6930,49.84375
14500,18,732,6930,49.97793103448276
14600,18,738,5940,50.04246575342466
14700,18,744,5940,50.10612244897959
14800,18,750,5940,50.16891891891892
14900,18,756,5940,50.230872483221475
15000,18,762,5940,50.292
15100,18,768,5940,50.3523178807947
15200,19,775,6930,50.47697368421053
15300,19,782,6930,50.6
15400,19,788,5940,50.65714285714286
15500,19,794,5940,50.71354838709677
15600,19,800,5940,50.76923076923077
15700,19,806,5940,50.82420382165605
15800,19,812,5940,50.87848101265823
15900,19,818,5940,50.93207547169811
16000,20,825,6930,51.046875
16100,20,832,6930,51.16024844720497
16200,20,838,5940,51.21111111111111
16300,20,844,5940,51.26134969325153
16400,20,850,5940,51.3109756097561
16500,20,856,5940,51.36
16600,20,862,5940,51.408433734939756
16700,20,868,5940,51.4562874251497
16800,20,874,5940,51.503571428571426
16900,20,880,5940,51.55029585798817
17000,20,885,4950,51.53823529411765
17100,20,890,4950,51.526315789473685
17200,20,895,4950,51.51453488372093
17300,20,900,4950,51.50289017341041
17386,20,900,990,51.30507304727942
17400,20,905,4950,51.54827586206896
17500,20,910,4950,51.53657142857143
17600,20,915,4950,51.525
17700,20,920,4950,51.5135593220339
17800,20,924,3960,51.44662921348315
17837,20,924,990,51.39541402702248
17900,20,928,3960,51.435754189944134
18000,20,932,3960,51.37
18100,20,936,3960,51.30497237569061
18122,20,936,990,51.297318176801674
18123,20,936,990,51.34911438503559
18200,20,940,3960,51.34945054945055
18300,20,944,3960,51.28524590163934
18304,20,944,990,51.328125
18400,20,948,3960,51.27554347826087
18500,20,952,3960,51.21243243243243
18600,20,955,2970,51.096774193548384
18635,20,955,990,51.05393077542259
18700,20,958,2970,51.03529411764706
18707,20,958,990,51.06911851178703
18755,20,958,990,50.99120234604106
18766,20,958,990,51.01406799531067
18772,20,958,990,51.0505007457916
18800,20,961,2970,51.132446808510636
18858,20,961,990,51.02768055997455
18900,20,964,2970,51.07142857142857
18986,20,964,990,50.89223638470452
19000,20,967,2970,51.01105263157895
19061,20,967,990,50.89974293059126
19062,20,967,990,50.94900849858357
19100,20,970,2970,51.003141361256546
19104,20,970,990,51.04428391959799
19198,20,970,990,50.84592145015106
19200,20,973,2970,50.9953125
19300,20,976,2970,50.88497409326425
19313,20,976,990,50.901983120178116
19400,20,978,1980,50.77577319587629
19500,20,980,1980,50.61692307692308
19506,20,980,990,50.65210704398647
19554,20,980,990,50.578398281681494
19594,20,980,990,50.52567112381341
19600,20,982,1980,50.611224489795916
19700,20,984,1980,50.45482233502538
19787,20,984,990,50.283014100166774
19800,20,986,1980,50.35
19857,20,986,990,50.255325577881855
19900,20,988,1980,50.246231155778894
19940,20,988,990,50.1950852557673
20000,20,990,2970,50.193
20036,20,990,990,50.15222599321222
20045,20,990,990,50.17909703167872
20100,20,992,2970,50.18955223880597
20116,20,992,990,50.198846689202625
20117,20,992,990,50.2455634537953
20128,20,992,990,50.2672893481717
20166,20,992,990,50.221660220172566
20195,20,992,990,50.198564000990345
20200,20,993,990,50.23514851485149
20213,20,993,990,50.25181813684262
20240,20,993,990,50.233695652173914
20246,20,993,990,50.2677072014225
20284,20,993,990,50.22234273318872
20300,20,994,990,50.23152709359606
20400,20,995,990,50.03382352941176
20439,20,995,990,49.98678996036988
20446,20,995,990,50.01809644918321
20500,20,996,990,49.934634146341466
20519,20,996,990,49.9366440859691
20535,20,996,990,49.945945945945944
20537,20,996,990,49.98928762720943
20572,20,996,990,49.95236243437682
20600,20,997,990,49.93252427184466
20640,20,997,990,49.883720930232556
20678,20,997,990,49.839926491923784
20679,20,997,990,49.885390976352824
20700,20,998,990,49.88260869565217
20721,20,998,990,49.87983205443753
20732,20,998,990,49.901119043025275
20793,20,998,990,49.802337325061316
20796,20,998,990,49.84275822273514
20800,20,999,990,49.88076923076923
20808,20,999,990,49.90916955017301
20836,20,999,990,49.88961412939144
20840,20,999,990,49.92754318618042
20900,20,1000,990,49.83157894736842
20978,20,1000,990,49.69348841643627
21038,20,1000,990,49.5988211807206
21069,20,1000,990,49.57283212302435
21076,20,1000,990,49.603340292275576
21096,20,1000,990,49.60324232081911
21151,20,1000,990,49.52106283390856
21153,20,1000,990,49.563182527301095
21170,20,1000,990,49.5701464336325
21261,20,1000,990,49.404543530407786
21350,20,1000,990,49.24496487119438
21397,20,1000,990,49.183063046221434
21398,20,1000,990,49.227030563604075
21413,20,1000,990,49.23878018026433
21417,20,1000,990,49.27580893682589
21466,20,1000,990,49.209447498369514
21486,20,1000,990,49.20971795587825
21492,20,1000,990,49.24204355108878
21527,20,1000,990,49.20797138477261
21536,20,1000,990,49.23337667161962
21557,20,1000,990,49.231340167926895
21566,20,1000,990,49.25670036168042
21617,20,1000,990,49.18628856918166
21653,20,1000,990,49.15023322403362
21665,20,1000,990,49.16870528502192
21751,20,1000,990,49.01981518091122
21822,20,1000,990,48.9056915039868
21843,20,1000,990,48.903996703749485
21877,20,1000,990,48.873245874662885
21893,20,1000,990,48.88274791029096
21930,20,1000,990,48.84541723666211
21939,20,1000,990,48.870504580883356
21976,20,1000,990,48.83327266108482
22014,20,1000,990,48.793949304987734
22015,20,1000,990,48.836702248466956
22034,20,1000,990,48.83952074067351
22045,20,1000,990,48.860058970288044
22058,20,1000,990,48.87614470940248
22072,20,1000,990,48.88999637549837
22084,20,1000,990,48.90825937330194
22095,20,1000,990,48.92871690427699
22122,20,1000,990,48.913751017087066
22126,20,1000,990,48.94965199313025
22137,20,1000,990,48.970050142295705
22140,20,1000,990,49.00813008130081
22146,20,1000,990,49.03955567596857
22166,20,1000,990,49.03997112695119
22171,20,1000,990,49.07356456632538
22174,20,1000,990,49.11157211148191
22208,20,1000,990,49.08096181556196
22215,20,1000,990,49.11006076975017
22216,20,1000,990,49.15241267554915
22219,20,1000,1980,49.234889058913545
22243,20,1000,990,49.22627343433889
22266,20,1000,990,49.21988682295877
22304,20,1000,990,49.18041606886657
22308,20,1000,990,49.21597633136095
22315,20,1000,990,49.2449025319292
22353,20,1000,990,49.205475775063746
22364,20,1000,990,49.22554104811304
22388,20,1000,990,49.216991245309984
22415,20,1000,990,49.20187374525987
22446,20,1000,990,49.17802726543705
22454,20,1000,990,49.20459606306226
22458,20,1000,990,49.23991450707988
22491,20,1000,990,49.21168467386955
22529,20,1000,1980,49.216565315815174
22537,20,1000,990,49.24302258508231
22539,20,1000,990,49.28257686676427
22583,20,1000,990,49.230394544568924
22596,20,1000,990,49.24588422729687
22644,20,1000,990,49.185214626391094
22646,20,1000,990,49.22458712355383
22681,20,1000,990,49.19227547286275
22685,20,1000,990,49.22724267136874
22697,20,1000,990,49.24483411904657
22731,20,1000,1980,49.25828164181074
22744,20,1000,990,49.2736545902216
22787,20,1000,990,49.224119015227984
22831,20,1000,990,49.17261617975559
22846,20,1000,1980,49.22699816160378
22856,20,1000,990,49.24877493874694
22909,20,1000,990,49.17805229385831
22921,20,1000,990,49.195497578639674
22971,20,1000,990,49.13151364764268
22973,20,1000,990,49.170330387846604
22976,20,1000,990,49.20699860724234
22995,20,1000,990,49.20939334637965
23000,20,1000,990,49.24173913043478
23007,20,1000,1980,49.31281783804929
23010,20,1000,990,49.34941329856584
23015,20,1000,990,49.38170758201173
23022,20,1000,990,49.409695074276776
23046,20,1000,990,49.40119760479042
23112,20,1000,990,49.30295950155763
23129,20,1000,990,49.30952483894678
23137,20,1000,990,49.335263863076456
23148,20,1000,990,49.35458786936236
23152,20,1000,990,49.38882170006911
23164,20,1000,990,49.40597478846486
23174,20,1000,990,49.427375507033744
23182,20,1000,990,49.45302389785178
23184,20,1000,1980,49.53416149068323
23220,20,1000,990,49.5
23223,20,1000,990,49.53623562847177
23284,20,1000,990,49.4489778388593
23364,20,1000,990,49.32203389830509
23371,20,1000,990,49.34962132557443
23390,20,1000,990,49.351859769132105
23410,20,1000,990,49.35198633062794
23417,20,1000,990,49.37951061194858
23442,20,1000,990,49.369081136421805
23443,20,1000,990,49.409205306488076
23463,20,1000,990,49.40928270042194
23479,20,1000,990,49.417777588483325
23532,20,1000,990,49.34854665986742
23555,20,1000,990,49.342390150711104
23595,20,1000,990,49.3006993006993
23597,20,1000,990,49.33847522990211
23600,20,1000,990,49.37415254237288
23603,20,1000,990,49.409820785493366
23609,20,1000,990,49.43919691643018
23621,20,1000,990,49.45599254900301
23646,20,1000,990,49.44557218979954
23658,20,1000,990,49.46233832107532
23741,20,1000,990,49.33111494882271
23753,20,1000,990,49.3478718477666
23769,20,1000,990,49.3563044301401
23777,20,1000,990,49.38133490347815
23817,20,1000,990,49.33996725028341
23838,20,1000,990,49.33803171406997
23852,20,1000,990,49.35057856783498
23859,20,1000,990,49.37759336099585
23896,20,1000,990,49.342567793773014
23911,20,1000,990,49.353017439672115
23915,20,1000,990,49.38615931423793
23919,20,1000,1980,49.46067979430578
23924,20,1000,990,49.491723792008024
23931,20,1000,990,49.51861602106055
23948,20,1000,990,49.52480374143978
23950,20,1000,990,49.562004175365345
23958,20,1000,990,49.586776859504134
23960,20,1000,990,49.62395659432387
23982,20,1000,1980,49.66099574681011
24003,20,1000,990,49.658792650918635
24011,20,1000,990,49.6834784057307
24041,20,1000,990,49.662659623143796
24077,20,1000,990,49.62952195040911
24079,20,1000,990,49.666514390132484
24118,20,1000,990,49.62724935732648
24122,20,1000,990,49.66006135477987
24145,20,1000,990,49.65375854214123
24147,20,1000,990,49.690644800596345
24148,20,1000,1980,49.77058141460991
24153,20,1000,990,49.801266923363556
24251,20,1000,990,49.64083955300812
24262,20,1000,990,49.659137746269884
24273,20,1000,990,49.67741935483871
24275,20,1000,990,49.714109165808445
24280,20,1000,990,49.74464579901153
24287,20,1000,990,49.771070943303
24309,20,1000,990,49.766753054424285
24328,20,1000,990,49.76857941466623
24333,20,1000,990,49.799038342991
24378,20,1000,990,49.747723357125274
24393,20,1000,990,49.757717377936295
24406,20,1000,990,49.77177743177907
24414,20,1000,990,49.796018677807815
24418,20,1000,990,49.828405274797284
24423,20,1000,990,49.85873971256602
24479,20,1000,990,49.78512194125577
24491,20,1000,990,49.80115144338737
24540,20,1000,990,49.74205378973105
24567,20,1000,990,49.72768347783612
24584,20,1000,990,49.73356654734787
24617,20,1000,990,49.7071129707113
24622,20,1000,990,49.73722687027861
24633,20,1000,990,49.755206430398246
24669,20,1000,990,49.722728931047065
24728,20,1000,990,49.644128113879006
24742,20,1000,990,49.65605044054644
24746,20,1000,990,49.688030388749695
24754,20,1000,990,49.71196574291024
24792,20,1000,990,49.675701839303
24800,20,1000,990,49.69959677419355
24824,20,1000,990,49.69142765066065
24840,20,1000,990,49.69927536231884
24843,20,1000,990,49.7331240188383
24855,20,1000,990,49.74894387447194
24893,20,1000,990,49.71277065841803
24908,20,1000,990,49.72257909105508
24914,20,1000,990,49.75034117363731
24934,20,1000,990,49.75014037057833
24957,20,1000,990,49.74395961053011
24969,20,1000,990,49.75970203051784
24977,20,1000,990,49.78340072867038
24993,20,1000,990,49.7911415196255
24998,20,1000,990,49.82078566285303
24999,20,1000,990,49.85839433577343
25034,20,1000,990,49.82823360230087
25042,20,1000,990,49.85184889385832
25091,20,1000,990,49.79395002192021
25093,20,1000,990,49.82943450364643
25101,20,1000,990,49.852993904625315
25144,20,1000,990,49.80711104040726
25188,20,1000,990,49.759409242496424
25208,20,1000,990,49.759203427483335
25270,20,1000,990,49.67629600316581
25284,20,1000,990,49.68794494542003
25306,20,1000,990,49.68386943807793
25317,20,1000,990,49.701386420191966
25318,20,1000,990,49.738525949917054
25328,20,1000,990,49.757975363234365
25346,20,1000,990,49.761698098319265
25358,20,1000,990,49.77719063017588
25367,20,1000,990,49.79855718058895
25378,20,1000,990,49.81598234691465
25425,20,1000,990,49.76283185840708
25478,20,1000,990,49.69817097103383
25480,20,1000,990,49.7331240188383
25501,20,1000,990,49.73099094153171
25514,20,1000,990,49.74445402524105
25517,20,1000,990,49.77740329976094
25522,20,1000,990,49.80644150144973
25536,20,1000,990,49.817904135338345
25552,20,1000,990,49.82545397620539
25557,20,1000,990,49.85444300974293
25579,20,1000,990,49.850267797802886
25614,20,1000,990,49.8208011243851
25622,20,1000,990,49.84388416204824
25642,20,1000,990,49.843615942594184
25643,20,1000,990,49.88027921850018
25660,20,1000,990,49.885814497272015
25676,20,1000,990,49.89328555849821
25697,20,1000,990,49.89103786434214
25698,20,1000,990,49.927620826523466
25700,20,1000,990,49.96225680933852
25718,20,1000,990,49.96578272027374
25721,20,1000,990,49.998444850511255
25728,20,1000,990,50.02332089552239
25732,20,1000,990,50.05401834291932
25765,20,1000,990,50.028333009897146
25791,20,1000,990,50.01628475049436
25833,20,1000,990,49.9732899779352
25839,20,1000,990,50.0
25846,20,1000,990,50.024762052155076
25861,20,1000,990,50.03402807316036
25868,20,1000,990,50.05875985773929
25883,20,1000,990,50.0679983000425
25888,20,1000,990,50.09656983930779
25931,20,1000,990,50.05167560063245
25960,20,1000,990,50.03389830508475
25963,20,1000,990,50.06624812232793
25971,20,1000,990,50.08894536213469
26005,20,1000,990,50.06152662949433
26006,20,1000,990,50.097669768514955
26023,20,1000,990,50.10298582023594
26029,20,1000,990,50.129470974682086
26064,20,1000,990,50.10013812154696
26085,20,1000,990,50.09775733179988
26094,20,1000,990,50.11841802713268
26102,20,1000,990,50.140985365106125
26146,20,1000,990,50.094469517325784
26151,20,1000,990,50.122748652059194
26157,20,1000,990,50.14909966739305
26176,20,1000,990,50.1505195599022
26188,20,1000,990,50.1653429051474
26189,20,1000,990,50.20122952384589
26195,20,1000,990,50.22752433670548
26230,20,1000,990,50.198246282882195
26239,20,1000,990,50.21875833682686
26290,20,1000,990,50.15899581589958
26293,20,1000,990,50.190925341345604
26372,20,1000,990,50.078113150310934
26390,20,1000,990,50.08147025388405
26407,20,1000,990,50.086719430454046
26408,20,1000,990,50.12231142078158
26409,20,1000,990,50.157900715665114
26423,20,1000,1980,50.20625969799039
26433,20,1000,990,50.2247191011236
26445,20,1000,990,50.23936471922859
26460,20,1000,990,50.24829931972789
26464,20,1000,990,50.278113663845225
26480,20,1000,1980,50.32250755287009
26481,20,1000,990,50.357992522940975
26482,20,1000,990,50.39347481308058
26491,20,1000,990,50.413725416179076
26495,20,1000,990,50.44347990186828
26521,20,1000,990,50.43135628369971
26564,20,1000,990,50.38698991115796
26621,20,1000,990,50.31629164944968
26627,20,1000,990,50.34213392421226
26629,20,1000,990,50.3755304367419
26648,20,1000,990,50.37676373461423
26659,20,1000,990,50.39311301999325
26724,20,1000,990,50.30758868432869
26738,20,1000,990,50.31827361807166
26752,20,1000,990,50.328947368421055
26755,20,1000,990,50.360306484769204
26767,20,1000,990,50.374715134307166
26775,20,1000,990,50.39663865546218
26787,20,1000,990,50.41102027102699
26805,20,1000,1980,50.45103525461668
26848,20,1000,990,50.407106674612635
26854,20,1000,990,50.43271021076934
26869,20,1000,990,50.4414008708921
26925,20,1000,990,50.373259052924794
26937,20,1000,990,50.38757099899766
26976,20,1000,990,50.35142348754449
26981,20,1000,990,50.37878507097587
26987,20,1000,990,50.404268721977246
27002,20,1000,990,50.412932375379604
27014,20,1000,990,50.42718590360554
27017,20,1000,990,50.45823000333124
27024,20,1000,990,50.481793960923625
27032,20,1000,990,50.50347736016573
27056,20,1000,990,50.49526907155529
27059,20,1000,990,50.5262574374515
27068,20,1000,990,50.546032215161816
27097,20,1000,990,50.528471786544635
27111,20,1000,990,50.53889565121168
27118,20,1000,990,50.56235710598127
27138,20,1000,990,50.56157417643157
27141,20,1000,990,50.592461589477175
27142,20,1000,990,50.62707243386633
27147,20,1000,990,50.65421593546248
27153,20,1000,990,50.679482930062974
27156,20,1000,990,50.71034025629695
27165,20,1000,990,50.729983434566535
27196,20,1000,990,50.708560082365054
27198,20,1000,990,50.74123097286565
27218,20,1000,990,50.74031890660592
27232,20,1000,990,50.7505875440658
27235,20,1000,990,50.78134753075087
27243,20,1000,990,50.802775024777006
27254,20,1000,990,50.8185954355324
27260,20,1000,990,50.8437270726339
27268,20,1000,990,50.865116620214174
27278,20,1000,990,50.8827626658846
27324,20,1000,990,50.833333333333336
27326,20,1000,990,50.86584205518554
27355,20,1000,990,50.84810820690916
27370,20,1000,990,50.85641213006942
27403,20,1000,990,50.831295843520785
27404,20,1000,990,50.86556707050066
27409,20,1000,990,50.892407603341965
27412,20,1000,990,50.92295345104334
27424,20,1000,990,50.9367707117853
27438,20,1000,990,50.94686201618194
27443,20,1000,990,50.97365448383923
27457,20,1000,990,50.98371999854318
27479,20,1000,990,50.978929364241786
27480,20,1000,990,51.01310043668122
27493,20,1000,990,51.02498817880915
27564,20,1000,990,50.929473225946886
27581,20,1000,990,50.93397628802436
27615,20,1000,990,50.90711569799022
27624,20,1000,990,50.9263683753258
27631,20,1000,990,50.949296080489304
27661,20,1000,990,50.92982900112071
27684,20,1000,990,50.92327698309493
27758,20,1000,990,50.82318610850926
27765,20,1000,990,50.84602917341977
27801,20,1000,990,50.815797992877954
27815,20,1000,990,50.82581341003056
27843,20,1000,990,50.810257515353946
27877,20,1000,990,50.78380026545181
27885,20,1000,990,50.80473372781065
27891,20,1000,990,50.829299774120685
27894,20,1000,990,50.859324585932455
27902,20,1000,990,50.880223639882445
27932,20,1000,990,50.861019619074895
27939,20,1000,990,50.8837109416944
27943,20,1000,990,50.91185627885338
27962,20,1000,990,50.91266719118804
27974,20,1000,990,50.92621720168728
27983,20,1000,990,50.94521673873423
27993,20,1000,990,50.96238345300611
28004,20,1000,990,50.97771746893301
28041,20,1000,990,50.94575799721836
28060,20,1000,990,50.94654312188168
28066,20,1000,990,50.97092567519419
28074,20,1000,990,50.991664885659326
28075,20,1000,1980,51.060373998219056
28088,20,1000,990,51.07198803759613
28103,20,1000,990,51.079955876596806
28104,20,1000,990,51.11336464560205
28109,20,1000,990,51.13949268917428
28115,20,1000,990,51.16379157033612
28122,20,1000,990,51.18625986771922
28125,20,1000,990,51.216
28156,20,1000,990,51.19477198465691
28164,20,1000,990,51.21538133787814
28178,20,1000,990,51.22506920292427
28201,20,1000,990,51.21839651076203
28210,20,1000,990,51.237149946827365
28250,20,1000,990,51.199646017699116
28264,20,1000,990,51.20931219926408
28278,20,1000,990,51.21896880967537
28286,20,1000,1980,51.27448207593863
28295,20,1000,990,51.29316133592508
28298,20,1000,990,51.32270831860909
28325,20,1000,990,51.30873786407767
28326,20,1000,990,51.34187672103368
28333,20,1000,990,51.36413369569054
28351,20,1000,990,51.36644210080773
28352,20,1000,990,51.39954853273138
28366,20,1000,990,51.40908129450751
28368,20,1000,990,51.44035532994924
28375,20,1000,990,51.4625550660793
28415,20,1000,990,51.42495161006511
28425,20,1000,990,51.44168865435356
28432,20,1000,990,51.46384355655599
28436,20,1000,990,51.49141932761289
28437,20,1000,990,51.52442240742695
28457,20,1000,990,51.52299961345187
28461,20,1000,990,51.55054284810794
28463,20,1000,990,51.58170256121983
28488,20,1000,990,51.571187868576246
28498,20,1000,990,51.587830724963155
28548,20,1000,990,51.53215636822194
28551,20,1000,990,51.561416412735106
28582,20,1000,990,51.54013015184382
28584,20,1000,990,51.571158690176325
28601,20,1000,990,51.575119751057656
28632,20,1000,990,51.55385582564962
28634,20,1000,990,51.58482922399944
28647,20,1000,990,51.59597863650644
28700,20,1000,990,51.53519163763066
28705,20,1000,990,51.560703710155025
28712,20,1000,990,51.582613541376425
28722,20,1000,990,51.599122623772715
28741,20,1000,990,51.59945722139104
28744,20,1000,990,51.628513776788196
28750,20,1000,990,51.65217391304348
28754,20,1000,990,51.67941851568477
28787,20,1000,990,51.65456629728697
28812,20,1000,990,51.644106622240734
28839,20,1000,990,51.6300842608967
28843,20,1000,990,51.657247859099265
28846,20,1000,990,51.68619565971019
28892,20,1000,990,51.63816973556694
28893,20,1000,990,51.67064686948396
28901,20,1000,990,51.6905989412131
28917,20,1000,990,51.696234049175224
28921,20,1000,990,51.723315238062305
28953,20,1000,990,51.7003419334784
28961,20,1000,990,51.72024446669659
28971,20,1000,990,51.73656415035725
29014,20,1000,990,51.694009788378025
29019,20,1000,1980,51.75333402253696
29036,20,1000,990,51.757129081140654
29091,20,1000,990,51.69330720841497
29143,20,1000,990,51.63504100470096
29156,20,1000,990,51.645973384552065
29162,20,1000,990,51.66929565873397
29189,20,1000,1980,51.68933502346774
29194,20,1000,990,51.714393368500374
29195,20,1000,990,51.74653194040075
29214,20,1000,990,51.746765249537894
29222,20,1000,990,51.76647731161454
29230,20,1000,990,51.78617858364694
29246,20,1000,990,51.79169800998427
29274,20,1000,990,51.77597868415659
29289,20,1000,990,51.783263341186114
29290,20,1000,990,51.81529532263571
29312,20,1000,990,51.810180131004365
29340,20,1000,990,51.79447852760736
29352,20,1000,990,51.807031888798036
29367,20,1000,990,51.81428133619369
29416,20,1000,990,51.76162632580908
29423,20,1000,990,51.7829589096965
29451,20,1000,990,51.76734236528471
29470,20,1000,990,51.76756023074313
29473,20,1000,990,51.795880975808366
29477,20,1000,990,51.822437832886656
29478,20,1000,1980,51.88784856503155
29499,20,1000,990,51.88447066002237
29511,20,1000,990,51.8969197926197
29540,20,1000,990,51.879485443466486
29581,20,1000,990,51.8410466177614
29602,20,1000,990,51.83771366799541
29616,20,1000,990,51.84663695299838
29633,20,1000,990,51.8503020281443
29654,20,1000,990,51.8469683685169
29678,20,1000,990,51.83839881393625
29695,20,1000,990,51.8420609530224
29707,20,1000,990,51.85444508028411
29722,20,1000,990,51.86158401184308
29745,20,1000,990,51.854765506807865
29780,20,1000,990,51.82706514439221
29806,20,1000,990,51.815070791115886
29837,20,1000,990,51.79441632871937
29924,20,1000,990,51.676914850955754
29927,20,1000,990,51.70481504995489
29930,20,1000,990,51.73270965586368
29931,20,1000,990,51.764057331863285
29941,20,1000,990,51.779833672890014
29942,20,1000,990,51.81116825863336
29983,20,1000,990,51.77333822499416
30002,20,1000,990,51.77354843010466
30033,20,1000,990,51.75307162121666
30063,20,1000,990,51.734357848518115
30073,20,1000,990,51.750074817943
30079,20,1000,990,51.772665314671364
30117,20,1000,1980,51.77308496862237
30155,20,1000,990,51.740673188525946
30156,20,1000,990,51.77178670911261
30158,20,1000,990,51.801180449631936
30169,20,1000,990,51.815108223673306
30188,20,1000,990,51.81529084404399
30208,20,1000,990,51.81375794491525
30219,20,1000,1980,51.860418941725406
30223,20,1000,990,51.886311749329984
30252,20,1000,990,51.869297897659656
30285,20,1000,990,51.84546805349183
30286,20,1000,990,51.876444561843755
30293,20,1000,990,51.897137952662334
30320,20,1000,990,51.88357519788918
30347,20,1000,990,51.87003657692688
30350,20,1000,990,51.897528830313014
30354,20,1000,990,51.923305000988336
30362,20,1000,990,51.942230419603455
30382,20,1000,990,51.940622737146995
30387,20,1000,990,51.964655938394706
30491,20,1000,990,51.81988127644223
30505,20,1000,990,51.828552696279296
30515,20,1000,1980,51.87645420285106
30525,20,1000,990,51.891891891891895
30534,20,1000,990,51.909019453723715
30548,20,1000,990,51.91763781589629
30579,20,1000,990,51.897380555283036
30594,20,1000,990,51.90429495979604
30598,20,1000,990,51.92986469703902
30602,20,1000,990,51.955427749820274
30605,20,1000,990,51.98268256820781
30620,20,1000,990,51.98954931417374
30640,20,1000,990,51.987924281984334
30660,20,1000,990,51.986301369863014
